,text,task_1
2866,"मैं And My As करोड़ो People So बिना Any खास responsible positions में बैठकर सिर्फ बोली या words से अपमान Or शोषन injustice अत्याचार Tax are Are , पर sitting happened लोगो In जिनकी impotence And बांझपन भड़वा frenzy Did वजह From Each Daily countless elder elder Crime हो are Are They So मानो experimental करा रहे हैं |",HOF
2867,"dock मीडिया Of Broker ऐंकर public Of Middle In Self को hero साबित to do Of For hospital In by going Anger उतार रहे हैं, oh If status है तो इस व्यवस्था Of responsible people From by going Question Do. सीएम From Ask मिनिस्टर से Ask But No. his तो Our कार्यालय में by sitting काजू खिलाते हो और ये ढोंग!",HOF
2868,@AMISHDEVGAN Yes You divot मे Fanatics To And मादरचोद मुल्लो To children Stay । ऐ brother-in-law media Did ही Such तैसी मारेंगे oh brother-in-law मुसलमान सब militant Is oh Hindu और भारत के Sometimes नही हो सकते है । oh brother-in-law Slave और double faced Is । oh साले double faced only रहेगे ।,HOF
2869,"विशेष bad Don't मानना भाई, But Delhi the ones brother-in-law Very हरामी होते Are. These लोगो के कारण all Country को Sir Pain झेलना falls Is.",HOF
2870,मजहब No teaches each other In hatred रखना' ... This Queue Only Hindus को मूर्ख make के For wrote गई थी.. #Jago_Hindusthan .....,HOF
2871,"अक्सर Crime But कैंडल march pulled out जाता Is, candle march From नहीं सुधरने the ones हैं सैंडल मार्च From Will improve You people की does Opinion है @Rana11639322 @Anjoubrahah43 @Anu_yadav88",HOF
2872,Come गईं रंडी Joo । Where Muslim Guilty Would है There itself इसकी Water जाती है,HOF
2873,your जैसी पत्रकार भारत Of लिए Harmful Is. #whore,HOF
2874,hey bro hv u ever heard the word-'भोसडीके' https://twitter.com/kamaalrkhan/status/896743709945061376 …,HOF
2875,अबे O! You fucker to you Chilli क्यों engaged pig brother-in-law your अम्मा का हलाला Are Went What.. मादरचोद Did औलाद Swear-word Give और ठोकना We भी अपना लिए Is,HOF
2876,हरामी तुमलोगो has only करवाया है These All.,HOF
2877,"his मां Of इन As भड़वे लोगों को dogs That तरह ran ran कर Strike Needed । अगर ऐसा Any My Hand लग गया So Oath से So much Horrible Death Give brother-in-law को, Did फिर These Bastard Of बच्चे किसी लड़की To, चाहे Baby girl Are या बड़ी, Hand to apply From पहले Millions बार will think",HOF
2878,guys They Who कचहरी In Times council Did President Dervish की the killing Hui है They Yadav था क्या??? So Then छोड़ो ना यादव हिन्दू में little न coming Is जो मीडिया to this दिखाएगी And न only ये Hair Bengal Of है? फिर people's government और dock मीडिया All Rest से मुंह मे tape Kill Of have a sit Stay.,HOF
2879,imambukharee अबे bearded जिन्होंने Temple Broke Wool pig की पैदाईशों के about क्या Will say???,HOF
2880,abe हरामी ये jersey Any Politician No Was But तेरे As adultery भीम meme Hairy के पिछवाड़े में Address नही Why petrol लग Stayed है,HOF
2881,#Manishankar #Iyer has #नीच #Wrong #spoke Thai तो #tharki Is #रे #LokSabhaElections2019 #Jaipur @1stIndiaNews @zeerajasthan_ @News18Rajasthan @priyankagandhi @Mayawati @ahmedpatel @Till today @ravishndtv @Rahul Gandhi @muslim_parishad,HOF
2882,बुमराह has बंगालियों की ass Of Together साथ their Aadhaar Card भी tearing up Gave. #bumrah #INDvBAN,HOF
2883,What Channel has दिखाया That Delhi और जयपुर में Muslim दंगाई Allahu Akbar और Slogan A तकबीर shouting happened Hindus But हमले कर are Were. किस Channel But prime Time डिबेट हुआ। शांतिवार्ता का Live प्रसारण No Happened So पेट to hurt लगा। Liberal Journalist का रंडी Weeping,HOF
2884,"Any Jain उसका Jain Temple, कोई सिख His Gurudwara कोई क्रिस्चन उसका belfry by breaking garden, hospital, handy toilet बनाने Did Opinion No gives, बस श्री Ram जी के Temple पर ज्ञान पेलते Is Bhenchod....",HOF
2885,Your जैसे swagger ओर हारामखोर दुनिया में No होगा । You One Hindustani कहने Of Worthy No । तुने देखा No Tomorrow कैसे J-A-I That video Who complete international media दिखा are थे ।,HOF
2886,Dear दलाल...भड़वा To you 'श्री Ram' Of narrow पे Are रहे panic की खबर No meets What...? या brokerage की गड्डियाँ leaf by making ठूंस Gave caste Is,HOF
2887,From now on जो Too सूअर Mistake करेगा End,HOF
2888,"Brahminists #article15 के release No करने के For PM CM And राष्ट्रपति To ज्ञापन Give Can Is So मूलनिवासीयों को Too रिलीज़ कराने Of For ज्ञापन व धरना प्रदर्शन Doing Needed That नही,यदि Yes इस Good Work Did शुरुआत #बसपा Q नही Does. @Anjoubrahah43 @Mayawati @yadavakhilesh",NOT
2889,This could be us par tum sirf Queue kat ti ho,HOF
